question	answer	category	explanation	formula_id	variables	related_questions
チョッパの不連続電流モードの判断	スイッチング周期内にインダクタ電流が零となる区間をもつと不連続電流モードになる	機械制御	不連続モードでは変換比がデューティ比だけで決まらず、負荷・L・周波数にも依存します。問題文の直流側平滑素子、還流経路、導通角またはインダクタ電流の零区間に注目し、「チョッパの不連続電流モードの判断」を判断・説明する問題で使います。スイッチ状態ごとの電流経路を先に描き、直流側の短絡・開放禁止条件と還流経路を確認します。	MC-PE-033	""	""
周期波形の複素フーリエ係数	C_n=\frac{1}{T}\int_0^T x(t)e^{-jn\omega_0t}dt	機械制御	スイッチング波形の基本波・高調波を共通の積分式から求めます。問題文に直流側平滑素子、還流経路、導通角またはインダクタ電流の零区間が与えられ、「周期波形の複素フーリエ係数」が問われる問題で使います。スイッチ状態ごとの電流経路を先に描き、直流側の短絡・開放禁止条件と還流経路を確認します。	MC-PE-034	""	""
コンデンサの電圧リプル近似	\Delta V\simeq\frac{\Delta Q}{C}=\frac{1}{C}\int i_C(t)dt	機械制御	対象区間のコンデンサ電流を積分して電荷変化を求めます。問題文に直流側平滑素子、還流経路、導通角またはインダクタ電流の零区間が与えられ、「コンデンサの電圧リプル近似」が問われる問題で使います。スイッチ状態ごとの電流経路を先に描き、直流側の短絡・開放禁止条件と還流経路を確認します。	MC-PE-035	""	""
PD制御器の伝達関数	C(s)=K_P+K_Ds=K_D\left(s+\frac{K_P}{K_D}\right)	機械制御	位相進みを与えて過渡応答を改善します。実装では高周波雑音を抑える微分フィルタを用います。問題文に補償要素または積分・微分・零点・むだ時間を含む伝達関数が与えられ、「PD制御器の伝達関数」が問われる問題で使います。各極・零点の折点前後で傾きを加算し、むだ時間はゲインを変えず位相だけを遅らせる点に注意します。	MC-CTL-045	""	""
積分要素のボード線図	G(s)=\frac{K}{s}	機械制御	ゲイン傾斜は-20 dB/dec、位相は-90度です。問題文に補償要素または積分・微分・零点・むだ時間を含む伝達関数が与えられ、「積分要素のボード線図」が問われる問題で使います。各極・零点の折点前後で傾きを加算し、むだ時間はゲインを変えず位相だけを遅らせる点に注意します。	MC-CTL-046	""	""
微分要素のボード線図	G(s)=Ks	機械制御	ゲイン傾斜は+20 dB/dec、位相は+90度です。実機では高周波でフィルタを付けます。問題文に補償要素または積分・微分・零点・むだ時間を含む伝達関数が与えられ、「微分要素のボード線図」が問われる問題で使います。各極・零点の折点前後で傾きを加算し、むだ時間はゲインを変えず位相だけを遅らせる点に注意します。	MC-CTL-047	""	""
一次零点のボード線図	G(s)=1+Ts	機械制御	折点1/Tより高周波側で+20 dB/decを加え、位相を最大90度進めます。問題文に補償要素または積分・微分・零点・むだ時間を含む伝達関数が与えられ、「一次零点のボード線図」が問われる問題で使います。各極・零点の折点前後で傾きを加算し、むだ時間はゲインを変えず位相だけを遅らせる点に注意します。	MC-CTL-048	""	""
純粋むだ時間要素の周波数応答	G(j\omega)=e^{-j\omega L}	機械制御	ゲインは1のまま、位相が-ωL radだけ遅れます。問題文に補償要素または積分・微分・零点・むだ時間を含む伝達関数が与えられ、「純粋むだ時間要素の周波数応答」が問われる問題で使います。各極・零点の折点前後で傾きを加算し、むだ時間はゲインを変えず位相だけを遅らせる点に注意します。	MC-CTL-049	""	""
水車形式を落差と流量から選定する基本的な考え方を説明せよ。	高落差・小流量にはペルトン水車、中落差にはフランシス水車、低落差・大流量にはカプラン水車又は斜流水車を選ぶ。落差、流量、比速度、効率特性及び保守性を総合して決定する。	電力管理論説	水車形式の適用範囲を比較する論説で使う。問題文では「落差、流量、水車形式」が手掛かりとなる。答案には「高落差・小流量、中落差、低落差・大流量」を入れる。比速度だけで決めず、運転範囲とキャビテーション条件も確認する。出題例：H30 電力・管理 問1、H28 電力・管理 問1。	essay_power_001	""	""
ペルトン水車の部分負荷効率を改善する運用方法を説明せよ。	使用するノズルの射数を減らす、又はニードルを絞ってジェット流速を保ち、ランナに当たる水量を負荷に合わせることで部分負荷効率を高める。	電力管理論説	部分負荷時の水車効率改善を問う問題で使う。問題文では「ペルトン、ノズル、ニードル、部分負荷」が手掛かりとなる。答案には「使用射数、ジェット流速、ニードル」を入れる。単に流量を減らすだけでなく、流速を維持する理由まで書く。出題例：H28 電力・管理 問1。	essay_power_002	""	""
クロスフロー水車の部分負荷効率を改善する構造と運用を説明せよ。	ガイドベーンを二分割し、流量に応じて二枚、片側のみへ使用範囲を切り替える。ランナへの流入域を負荷に合わせ、適切な流速を保って部分負荷効率を高める。	電力管理論説	クロスフロー水車の部分負荷運転を問う問題で使う。問題文では「二分割ガイドベーン、流量、部分負荷」が手掛かりとなる。答案には「二分割、使用範囲切替、流速維持」を入れる。ペルトン水車のノズル射数制御と混同しない。出題例：H28 電力・管理 問1。	essay_power_003	""	""
カプラン水車又は斜流水車の部分負荷効率を改善する方法を説明せよ。	ガイドベーン開度とランナベーン角度を連動調整し、流量の変化に対して流入角と流出状態を適正に保つことで部分負荷効率を高める。	電力管理論説	可動翼水車の効率改善を問う問題で使う。問題文では「カプラン、斜流、ガイドベーン、ランナベーン」が手掛かりとなる。答案には「ガイドベーンとランナベーンの連動」を入れる。固定翼のフランシス水車と区別し、二重調整であることを書く。出題例：H28 電力・管理 問1。	essay_power_004	""	""
水力発電所で負荷遮断時に水撃作用が生じる仕組みを説明せよ。	負荷遮断に伴い調速機がガイドベーンを急閉すると、水流が急減速し、運動エネルギーが圧力エネルギーへ変換される。その圧力上昇が水圧管路や圧力トンネルを伝搬する。	電力管理論説	水撃の原因と現象を説明する問題で使う。問題文では「負荷遮断、ガイドベーン急閉、水圧上昇」が手掛かりとなる。答案には「水流の慣性、運動エネルギー、圧力エネルギー」を入れる。単なる圧力上昇ではなく、急閉とエネルギー変換の因果関係を書く。出題例：R05 電力・管理 問1、H26 電力・管理 問1。	essay_power_005	""	""
サージタンクが水撃作用を抑制する原理を説明せよ。	圧力トンネルと水圧管路の接続部付近に自由水面をもつサージタンクを設け、負荷急変時の水の出入りによって流量変化と圧力変動を吸収する。	電力管理論説	水撃対策設備の名称・場所・原理を問う問題で使う。問題文では「サージタンク、自由水面、圧力変動」が手掛かりとなる。答案には「設置場所、自由水面、流量変動吸収」を入れる。制圧機のように弁を開放する装置ではない。出題例：R05 電力・管理 問1、H26 電力・管理 問1。	essay_power_006	""	""
